search_string,start_time,end_time,sentence,video_id,video_url
gaan eigenlijk heel moeilijk iets anders lekker vinden,184,187,virussen gaan eigenlijk heel moeilijk iets anders lekker vinden,htNB09zbfSo,https://www.youtube.com/watch?v=htNB09zbfSo&t=184s
om te vragen of wij eens met ze mee willen lopen omdat,27,31,collegas om te vragen of wij eens met ze mee willen lopen omdat,2rQ5WRpA1BU,https://www.youtube.com/watch?v=2rQ5WRpA1BU&t=27s
verder bent u natuurlijk altijd welkom in ons nieuwe m,243,247,verder bent u natuurlijk altijd welkom in ons nieuwe m,zL70LL1y06s,https://www.youtube.com/watch?v=zL70LL1y06s&t=243s
waar kinderen uit zichzelf tegen willen gaan vertellen,123,127,een pop waar kinderen uit zichzelf tegen willen gaan vertellen,qMc4GS9qYhU,https://www.youtube.com/watch?v=qMc4GS9qYhU&t=123s
wanneer ze zeiden van wij komen deze dag waren ze daar,22,26,wanneer ze zeiden van wij komen deze dag waren ze daar,hTT8slEOF4g,https://www.youtube.com/watch?v=hTT8slEOF4g&t=22s
zou u dan zeggen dan stoppen ermee als u dit zo hoort,1552,1555,zou u dan zeggen dan stoppen ermee als u dit zo hoort,w7wD0IPQqhg,https://www.youtube.com/watch?v=w7wD0IPQqhg&t=1552s
toch beginnen alleen in onze stad al ieder jaar bijna,4,9,toch beginnen alleen in onze stad al ieder jaar bijna,9OiJbZvh1jg,https://www.youtube.com/watch?v=9OiJbZvh1jg&t=4s
volgens mij hebben jullie nog veel te doen ja precies,411,414,volgens mij hebben jullie nog veel te doen ja precies,Vwtp8U9EsRA,https://www.youtube.com/watch?v=Vwtp8U9EsRA&t=411s
vroeger waren ze daar nog veel beter mee bezig dan nu,345,349,vroeger waren ze daar nog veel beter mee bezig dan nu,MtPxtHKn0CQ,https://www.youtube.com/watch?v=MtPxtHKn0CQ&t=345s
dus als u m voor ons open zou willen maken heel graag,283,286,dus als u m voor ons open zou willen maken heel graag,D7TUFyFgo8Y,https://www.youtube.com/watch?v=D7TUFyFgo8Y&t=283s
wat voor ongeluk dan ja toen zat mijn moeder naast me,383,388,wat voor ongeluk dan ja toen zat mijn moeder naast me,SwKNUq_teK4,https://www.youtube.com/watch?v=SwKNUq_teK4&t=383s
daar hebben ze zelf dus heel weinig zin in zo te zien,1168,1172,tim daar hebben ze zelf dus heel weinig zin in zo te zien,DFt2Xg62ZG8,https://www.youtube.com/watch?v=DFt2Xg62ZG8&t=1168s
neem contact met ons op dan helpen wij u graag verder,104,108,neem contact met ons op dan helpen wij u graag verder,ohj8yHCkzlY,https://www.youtube.com/watch?v=ohj8yHCkzlY&t=104s
met zoveel mogelijk leuke mensen samen dingen te doen,330,334,met zoveel mogelijk leuke mensen samen dingen te doen,OPqBqioxLBI,https://www.youtube.com/watch?v=OPqBqioxLBI&t=330s
eigenlijk liever gisteren dan vandaag willen beginnen,2124,2128,eigenlijk liever gisteren dan vandaag willen beginnen,KfHba2SCeQI,https://www.youtube.com/watch?v=KfHba2SCeQI&t=2124s
wat ergens over eigen moeder dacht ja wie wordt naar,2988,2994,wat ergens over eigen moeder dacht ja wie wordt naar,3TgwrjeZLR0,https://www.youtube.com/watch?v=3TgwrjeZLR0&t=2988s
komt in ieder geval precies op tijd om hem te redden,1390,1393,giel komt in ieder geval precies op tijd om hem te redden,ytOEchLsaeA,https://www.youtube.com/watch?v=ytOEchLsaeA&t=1390s
mensen mogen zich wat meer laten gaan plezier hebben,638,642,mensen mogen zich wat meer laten gaan plezier hebben,YbHKRmKK3z4,https://www.youtube.com/watch?v=YbHKRmKK3z4&t=638s
hij staat daar nog steeds hij staat ons uit te dagen,612,615,hij staat daar nog steeds hij staat ons uit te dagen,c3kFCnzQdHs,https://www.youtube.com/watch?v=c3kFCnzQdHs&t=612s
dus eigenlijk moet er nog wel veel gebeuren vind jij,43,46,dus eigenlijk moet er nog wel veel gebeuren vind jij,pHK4XUjBLJ8,https://www.youtube.com/watch?v=pHK4XUjBLJ8&t=43s
ok jongens dit waren alle vragen bedankt voor jullie,600,603,ok jongens dit waren alle vragen bedankt voor jullie antwoorden,F21n_0_oBmc,https://www.youtube.com/watch?v=F21n_0_oBmc&t=600s
mocht u vragen hebben neem rustig contact met ons op,90,93,mocht u vragen hebben neem rustig contact met ons op,RTIywE_KY1Q,https://www.youtube.com/watch?v=RTIywE_KY1Q&t=90s
lijkt dit jou wel wat kijk dan vooral verder op onze,201,204,lijkt dit jou wel wat kijk dan vooral verder op onze website,91HqYxbBFhc,https://www.youtube.com/watch?v=91HqYxbBFhc&t=201s
bent u alleen volgens mij wel denk eens even goed na,76,83,bent u alleen volgens mij wel denk eens even goed na,or8plYJn4t4,https://www.youtube.com/watch?v=or8plYJn4t4&t=76s
anders willen hebben of waar ze problemen mee hebben,334,336,anders willen hebben of waar ze problemen mee hebben,Nmz6vX0rlHI,https://www.youtube.com/watch?v=Nmz6vX0rlHI&t=334s
er mag getrouwd worden door iedereen nou heel graag,705,708,er mag getrouwd worden door iedereen nou heel graag,UBrFC9e5zlo,https://www.youtube.com/watch?v=UBrFC9e5zlo&t=705s
vandaag iets fantastisch vertellen over deze nieuwe,12,16,vandaag iets fantastisch vertellen over deze nieuwe set,67gWHtrKAI8,https://www.youtube.com/watch?v=67gWHtrKAI8&t=12s
waar mensen gewoon echt lekker hun ding kunnen doen,287,290,waar mensen gewoon echt lekker hun ding kunnen doen,ypF79h85Etg,https://www.youtube.com/watch?v=ypF79h85Etg&t=287s
wilde worden niets wilde doen nergens zin in hadden,5889,5895,wilde worden niets wilde doen nergens zin in hadden,EmxRrMXp3UY,https://www.youtube.com/watch?v=EmxRrMXp3UY&t=5889s
iedereen heeft waarschijnlijk wel eens naast iemand,571,574,iedereen heeft waarschijnlijk wel eens naast iemand gezeten,HmAJGBgdBYE,https://www.youtube.com/watch?v=HmAJGBgdBYE&t=571s
nou daar kunnen wij lekker bij gaan zitten wat leuk,136,139,nou daar kunnen wij lekker bij gaan zitten wat leuk,zl1IPpX3sok,https://www.youtube.com/watch?v=zl1IPpX3sok&t=136s
waar moeten mensen naartoe als ze meer willen weten,1145,1148,waar moeten mensen naartoe als ze meer willen weten,TaPWhOw038I,https://www.youtube.com/watch?v=TaPWhOw038I&t=1145s
dus wij komen met heel veel plezier elk jaar terug,57,60,dus wij komen met heel veel plezier elk jaar terug,_Ln9ItC9P4U,https://www.youtube.com/watch?v=_Ln9ItC9P4U&t=57s
veel mensen jongen iedereen komt kijken natuurlijk,194,197,veel mensen jongen iedereen komt kijken natuurlijk,2iTVYSEsdZc,https://www.youtube.com/watch?v=2iTVYSEsdZc&t=194s
kunnen zeggen zij krijgt haar geld terug ja of nee,1205,1209,kunnen zeggen zij krijgt haar geld terug ja of nee,foXB_RFRS2k,https://www.youtube.com/watch?v=foXB_RFRS2k&t=1205s
nou ja jij hebt er in ieder geval alles aan gedaan,199,202,nou ja jij hebt er in ieder geval alles aan gedaan,Bk4OnXW7He4,https://www.youtube.com/watch?v=Bk4OnXW7He4&t=199s
dus als er betaald moet worden gaan jullie betalen,1614,1617,tim dus als er betaald moet worden gaan jullie betalen,Q_R5azC1xUI,https://www.youtube.com/watch?v=Q_R5azC1xUI&t=1614s
eigenlijk soms kunnen omdat er goede mensen zitten,776,781,eigenlijk soms kunnen omdat er goede mensen zitten,RZaVrx2gJTg,https://www.youtube.com/watch?v=RZaVrx2gJTg&t=776s
ze voelen zich steeds minder op hun plek in leiden,360,363,ze voelen zich steeds minder op hun plek in leiden,Gc1UEfZOo4s,https://www.youtube.com/watch?v=Gc1UEfZOo4s&t=360s
bij ons moet hij zich wel aan enkele regels houden,192,195,bij ons moet hij zich wel aan enkele regels houden,VPbGzGUOpmw,https://www.youtube.com/watch?v=VPbGzGUOpmw&t=192s
zelf volgen ziet er naar misschien wel meer mensen,504,508,zelf volgen ziet er naar misschien wel meer mensen,rE9oGmirdbU,https://www.youtube.com/watch?v=rE9oGmirdbU&t=504s
rond om heen kunnen lopen iets kunnen vinden of zo,140,143,rond om heen kunnen lopen iets kunnen vinden of zo,mXMXTszg_XE,https://www.youtube.com/watch?v=mXMXTszg_XE&t=140s
gevonden hoe kijken jullie daar nu tegen aan want,364,368,compromis gevonden hoe kijken jullie daar nu tegen aan want,scL5vflr1Bc,https://www.youtube.com/watch?v=scL5vflr1Bc&t=364s
er moet gewoon echt iets veranderen in ons denken,2697,2701,er moet gewoon echt iets veranderen in ons denken,ufQenq834F4,https://www.youtube.com/watch?v=ufQenq834F4&t=2697s
alleen weet ze hier nog zelf helemaal niets vanaf,12,15,alleen weet ze hier nog zelf helemaal niets vanaf,ZuobxxzXjxg,https://www.youtube.com/watch?v=ZuobxxzXjxg&t=12s
zodat ze wanneer ze vrij komen kunnen gaan werken,152,155,een vak zodat ze wanneer ze vrij komen kunnen gaan werken,BTuQP0AgX44,https://www.youtube.com/watch?v=BTuQP0AgX44&t=152s
vorige week hebben wij contact gehad via boos met,1063,1067,vorige week hebben wij contact gehad via boos met nike,tQHd4ihEmyE,https://www.youtube.com/watch?v=tQHd4ihEmyE&t=1063s
want wij gingen vanaf hier naar binnen via achter,510,515,want wij gingen vanaf hier naar binnen via achter,BaSWNWnojdU,https://www.youtube.com/watch?v=BaSWNWnojdU&t=510s
waar mensen dus echt kijken van hoe maken ze hier,84,87,waar mensen dus echt kijken van hoe maken ze hier zon tafel,58p3Oq3c5j4,https://www.youtube.com/watch?v=58p3Oq3c5j4&t=84s
in gebruik mensen kunnen op dezelfde manier ermee,84,87,in gebruik mensen kunnen op dezelfde manier ermee omgaan,qEbDR_y4170,https://www.youtube.com/watch?v=qEbDR_y4170&t=84s
kijk hier ziet ze er wel echt heel erg lekker uit,512,515,kijk hier ziet ze er wel echt heel erg lekker uit,aJlmQ6FxG_I,https://www.youtube.com/watch?v=aJlmQ6FxG_I&t=512s
deze voorzichtig goed door van buiten naar binnen,184,190,meng deze voorzichtig goed door van buiten naar binnen,Mshk_l96K2o,https://www.youtube.com/watch?v=Mshk_l96K2o&t=184s
pas toen hij weer naar boven kwam werd hij wakker,433,435,pas toen hij weer naar boven kwam werd hij wakker,zTvZsOzut_s,https://www.youtube.com/watch?v=zTvZsOzut_s&t=433s
mee naar boven kan nemen hij wil zelf liever geen,339,342,mee naar boven kan nemen hij wil zelf liever geen beelden,6pTV5xoPh3s,https://www.youtube.com/watch?v=6pTV5xoPh3s&t=339s
zou goed kunnen inderdaad deze in ieder geval wel,87,90,zou goed kunnen inderdaad deze in ieder geval wel,8suYePtSmVk,https://www.youtube.com/watch?v=8suYePtSmVk&t=87s
ze leeft hier al haar hele leven met haar familie,729,735,ze leeft hier al haar hele leven met haar familie,vNTSrcgVMlM,https://www.youtube.com/watch?v=vNTSrcgVMlM&t=729s
gaat u ergens ver weg nee wij gaan zo direct weg,310,315,gaat u ergens ver weg nee wij gaan zo direct weg,MyP82uxsHZA,https://www.youtube.com/watch?v=MyP82uxsHZA&t=310s
kijk eens even alsof ie niks anders gedaan heeft,695,698,kijk eens even alsof ie niks anders gedaan heeft,xu2G2sf3ZG0,https://www.youtube.com/watch?v=xu2G2sf3ZG0&t=695s
jullie mogen hier komen wonen van jouw ouders ja,54,58,jullie mogen hier komen wonen van jouw ouders ja,gMtjvxFFMEA,https://www.youtube.com/watch?v=gMtjvxFFMEA&t=54s
misschien hebben ze dit nooit in gebruik genomen,352,354,misschien hebben ze dit nooit in gebruik genomen,bjj8lXuWrmI,https://www.youtube.com/watch?v=bjj8lXuWrmI&t=352s
met mooi weer hele leuke dingen kunnen gaan doen,91,95,met mooi weer hele leuke dingen kunnen gaan doen,JiRgQhbA_m0,https://www.youtube.com/watch?v=JiRgQhbA_m0&t=91s
hij moet gewoon even voorzichtig omhoog trekken,899,902,hij moet gewoon even voorzichtig omhoog trekken,mVNMDcjXTHQ,https://www.youtube.com/watch?v=mVNMDcjXTHQ&t=899s
op dit punt zouden sommige mensen kunnen vragen,1439,1442,op dit punt zouden sommige mensen kunnen vragen,wsieW0Qp2DE,https://www.youtube.com/watch?v=wsieW0Qp2DE&t=1439s
even of mijn broer me geen bericht gestuurd had,875,882,ik keek even of mijn broer me geen bericht gestuurd had,SihSTtAmCDA,https://www.youtube.com/watch?v=SihSTtAmCDA&t=875s
dus als u muziek wilt luisteren doet u hem open,58,62,dus als u muziek wilt luisteren doet u hem open,U1Yu2Y3PiHM,https://www.youtube.com/watch?v=U1Yu2Y3PiHM&t=58s
klopt in twee drie vier vijf zes zeven acht kan,1819,1827,klopt in twee drie vier vijf zes zeven acht kan afnemen,XdLwPGxAjnc,https://www.youtube.com/watch?v=XdLwPGxAjnc&t=1819s
h mannen echt heel erg bedankt voor dit gesprek,749,752,h mannen echt heel erg bedankt voor dit gesprek,cOtHAQomfSE,https://www.youtube.com/watch?v=cOtHAQomfSE&t=749s
hoeveel mensen kennen mij nou eigenlijk in onze,486,489,hoeveel mensen kennen mij nou eigenlijk in onze,COlIItbPopY,https://www.youtube.com/watch?v=COlIItbPopY&t=486s
zeker daar moet jij alles in stoppen van jezelf,23,28,zeker daar moet jij alles in stoppen van jezelf,1h3gNKpk9I4,https://www.youtube.com/watch?v=1h3gNKpk9I4&t=23s
misschien houdt hij wel echt heel veel van haar,66,69,misschien houdt hij wel echt heel veel van haar,V8QnC8cxFSE,https://www.youtube.com/watch?v=V8QnC8cxFSE&t=66s
dus dingen duidelijk laten zien duidelijk maken,911,914,dus dingen duidelijk laten zien duidelijk maken bespreken,olV0Z7BJ3XE,https://www.youtube.com/watch?v=olV0Z7BJ3XE&t=911s
heel veel succes met alles ja bedankt komt goed,914,917,heel veel succes met alles ja bedankt komt goed,jPRODZ5zChU,https://www.youtube.com/watch?v=jPRODZ5zChU&t=914s
anders had hij nooit zo tegen mij kunnen praten,285,288,anders had hij nooit zo tegen mij kunnen praten,6OMMirYoFZ4,https://www.youtube.com/watch?v=6OMMirYoFZ4&t=285s
met minder mensen hetzelfde of meer werk moeten,2349,2353,met minder mensen hetzelfde of meer werk moeten verzetten,25udztDPW_k,https://www.youtube.com/watch?v=25udztDPW_k&t=2349s
volgens hij hoort hij helemaal niks kan jij mij,351,355,volgens hij hoort hij helemaal niks kan jij mij verstaan,F94oQobBQ2Q,https://www.youtube.com/watch?v=F94oQobBQ2Q&t=351s
h jullie zien er wel uit als goeie vrienden van,231,234,h jullie zien er wel uit als goeie vrienden van mario,ElUklbTUsL8,https://www.youtube.com/watch?v=ElUklbTUsL8&t=231s
nee waarom gaat altijd alles verkeerd bij mijn,308,314,nee waarom gaat altijd alles verkeerd bij mijn videos,42jqz2rFhGA,https://www.youtube.com/watch?v=42jqz2rFhGA&t=308s
als ze zeggen jullie moeten stoppen met werken,1220,1225,als ze zeggen jullie moeten stoppen met werken,uXEYZ07o8wU,https://www.youtube.com/watch?v=uXEYZ07o8wU&t=1220s
houden blijft u zoveel mogelijk thuis probeert,16,21,houden blijft u zoveel mogelijk thuis probeert,ErUoYNF3Ou8,https://www.youtube.com/watch?v=ErUoYNF3Ou8&t=16s
voor hetzelfde deel eigenlijk wel inderdaad ja,306,308,voor hetzelfde deel eigenlijk wel inderdaad ja,w84rXm6qHY0,https://www.youtube.com/watch?v=w84rXm6qHY0&t=306s
helemaal uit handen geven nu hij ons op handen,1139,1151,helemaal uit handen geven nu hij ons op handen draagt,QNBmaHtmdes,https://www.youtube.com/watch?v=QNBmaHtmdes&t=1139s
dus als jullie mij daarmee kunnen helpen graag,291,296,dus als jullie mij daarmee kunnen helpen graag,O8iOyTIDHCQ,https://www.youtube.com/watch?v=O8iOyTIDHCQ&t=291s
wij hebben natuurlijk al even contact gehad ja,392,394,wij hebben natuurlijk al even contact gehad ja,9ahkCAA5m1s,https://www.youtube.com/watch?v=9ahkCAA5m1s&t=392s
kunnen jullie me daar iets meer over vertellen,89,91,kunnen jullie me daar iets meer over vertellen,sDl3Ze7N_xk,https://www.youtube.com/watch?v=sDl3Ze7N_xk&t=89s
allemaal nergens op want ze doen helemaal niks,195,197,dat slaat allemaal nergens op want ze doen helemaal niks,YP6bP50XDdY,https://www.youtube.com/watch?v=YP6bP50XDdY&t=195s
wij zien jullie heel graag volgende week terug,233,237,wij zien jullie heel graag volgende week terug,mjdwFZ9EdL0,https://www.youtube.com/watch?v=mjdwFZ9EdL0&t=233s
alle drie willen ze dus duidelijk iets anders,95,98,alle drie willen ze dus duidelijk iets anders,1a9GSOgkinA,https://www.youtube.com/watch?v=1a9GSOgkinA&t=95s
of weg willen rijden als ze net iemand hebben,547,551,of weg willen rijden als ze net iemand hebben opgehaald,PSAFeLbg448,https://www.youtube.com/watch?v=PSAFeLbg448&t=547s
zetten op welke manier wij om willen gaan met,95,99,papier zetten op welke manier wij om willen gaan met,3E93Qeel7kk,https://www.youtube.com/watch?v=3E93Qeel7kk&t=95s
ja nee deze man heeft geen idee waar hij over,564,566,tim ja nee deze man heeft geen idee waar hij over lult,zlBTmitsCxM,https://www.youtube.com/watch?v=zlBTmitsCxM&t=564s
omdat hij daar heel veel dingen kan uit leren,595,598,omdat hij daar heel veel dingen kan uit leren,ItWStOJKlLY,https://www.youtube.com/watch?v=ItWStOJKlLY&t=595s
hij komt zo h misschien moet jij met m praten,134,138,hij komt zo h misschien moet jij met m praten,UEhGQQRRHdE,https://www.youtube.com/watch?v=UEhGQQRRHdE&t=134s
ze heeft echt tien seconden naar mijn gezicht,466,469,ze heeft echt tien seconden naar mijn gezicht gestaard,1C0rdFNasW8,https://www.youtube.com/watch?v=1C0rdFNasW8&t=466s
met elkaar gemaakt hebben waar ze willen gaan,52,55,met elkaar gemaakt hebben waar ze willen gaan groeien,lZh8_eP8iIs,https://www.youtube.com/watch?v=lZh8_eP8iIs&t=52s
nou in amerika maken ze heel veel gebruik van,464,467,nou in amerika maken ze heel veel gebruik van pbns,riEA_vWtWd8,https://www.youtube.com/watch?v=riEA_vWtWd8&t=464s
mijn eerste verhaal speelt zich af in amerika,413,416,mijn eerste verhaal speelt zich af in amerika,dOh_2QsiskI,https://www.youtube.com/watch?v=dOh_2QsiskI&t=413s
zoals jullie kunnen zien hij zit helemaal vol,817,821,zoals jullie kunnen zien hij zit helemaal vol,g0cWhhXHEJI,https://www.youtube.com/watch?v=g0cWhhXHEJI&t=817s
daar hebben jullie vast wel eens over gehoord,14,18,ja wagyu daar hebben jullie vast wel eens over gehoord,4Gdagsooqsg,https://www.youtube.com/watch?v=4Gdagsooqsg&t=14s
avond geworden n van ons wordt dus zo meteen,730,734,avond geworden n van ons wordt dus zo meteen,ytOEchLsaeA,https://www.youtube.com/watch?v=ytOEchLsaeA&t=730s
ja even want jij bent hier twee keer geweest,692,694,tim ja even want jij bent hier twee keer geweest,7Y8WyNm70Pg,https://www.youtube.com/watch?v=7Y8WyNm70Pg&t=692s
even goed duidelijk praten zo hallo allemaal,1610,1613,even goed duidelijk praten zo hallo allemaal,5k8KuTNoJ8M,https://www.youtube.com/watch?v=5k8KuTNoJ8M&t=1610s
kijk haar eens even gaan doet ze gewoon even,249,252,kijk haar eens even gaan doet ze gewoon even,xu2G2sf3ZG0,https://www.youtube.com/watch?v=xu2G2sf3ZG0&t=249s
misschien toch andere dingen erbij gaan doen,1511,1514,misschien toch andere dingen erbij gaan doen,5k8KuTNoJ8M,https://www.youtube.com/watch?v=5k8KuTNoJ8M&t=1511s
deze man heeft mij zoveel informatie gegeven,240,243,deze man heeft mij zoveel informatie gegeven,6KVvJ7qSBvM,https://www.youtube.com/watch?v=6KVvJ7qSBvM&t=240s
daar liggen heel veel handen van mijn moeder,16,18,daar liggen heel veel handen van mijn moeder,mUiJ_xTcXyQ,https://www.youtube.com/watch?v=mUiJ_xTcXyQ&t=16s
mensen moeten van hier uit kunnen vertrekken,51,53,mensen moeten van hier uit kunnen vertrekken,dGsdCgsRc7g,https://www.youtube.com/watch?v=dGsdCgsRc7g&t=51s
speelt nou hier in deze situatie hier achter,154,160,speelt nou hier in deze situatie hier achter,z8hxInj0hPw,https://www.youtube.com/watch?v=z8hxInj0hPw&t=154s
eigenlijk net zo snel als iedere andere auto,62,66,went eigenlijk net zo snel als iedere andere auto,3QSVURuH2rk,https://www.youtube.com/watch?v=3QSVURuH2rk&t=62s
ja nog tien minuten voordat jullie los mogen,316,319,ja nog tien minuten voordat jullie los mogen boys,c3kFCnzQdHs,https://www.youtube.com/watch?v=c3kFCnzQdHs&t=316s
alles werkt voor iedereen anders natuurlijk,339,342,alles werkt voor iedereen anders natuurlijk,LIAspIS7_5s,https://www.youtube.com/watch?v=LIAspIS7_5s&t=339s
dus gebruiken mensen woorden als normaal of,737,741,dus gebruiken mensen woorden als normaal of abnormaal,UmxQ2CNKOUE,https://www.youtube.com/watch?v=UmxQ2CNKOUE&t=737s
hij heeft weinig informatie over dit gebouw,1117,1120,engels hij heeft weinig informatie over dit gebouw,ma3IZcf5C3Q,https://www.youtube.com/watch?v=ma3IZcf5C3Q&t=1117s
kind als voor jezelf deze nieuwe manier van,302,307,kind als voor jezelf deze nieuwe manier van,HNyTYy2Repc,https://www.youtube.com/watch?v=HNyTYy2Repc&t=302s
heeft haar hele leven altijd wel iets gehad,97,100,sanne heeft haar hele leven altijd wel iets gehad,F18XLVP7qmA,https://www.youtube.com/watch?v=F18XLVP7qmA&t=97s
wij komen elke week na onze reis terug naar,79,83,wij komen elke week na onze reis terug naar kampen,L9dOeDc27iU,https://www.youtube.com/watch?v=L9dOeDc27iU&t=79s
waar zoeken mensen nou op als ze ons zoeken,211,216,collegas waar zoeken mensen nou op als ze ons zoeken,y3Rt0jbSQu0,https://www.youtube.com/watch?v=y3Rt0jbSQu0&t=211s
ga jij op al deze vragen antwoord geven nee,43,46,ga jij op al deze vragen antwoord geven nee,hCAAe9wQPPg,https://www.youtube.com/watch?v=hCAAe9wQPPg&t=43s
al twee weken bekend met ons verhaal let op,1585,1589,defensie al twee weken bekend met ons verhaal let op,0f2WmZuMNGY,https://www.youtube.com/watch?v=0f2WmZuMNGY&t=1585s
wij uit niemand heeft geld over behalve wij,262,264,checken wij uit niemand heeft geld over behalve wij,n3pj9BQvAo0,https://www.youtube.com/watch?v=n3pj9BQvAo0&t=262s
dus ze houden heel veel thuis kunnen werken,2201,2203,dus ze houden heel veel thuis kunnen werken,robgEk58nx4,https://www.youtube.com/watch?v=robgEk58nx4&t=2201s
zich fijn bij voelen dus wees daar blij mee,132,136,zich fijn bij voelen dus wees daar blij mee,NgTg08N6y9Y,https://www.youtube.com/watch?v=NgTg08N6y9Y&t=132s
pas op hij gaat hier heel hard naar beneden,303,306,pas op hij gaat hier heel hard naar beneden,AOx6lBEBpWA,https://www.youtube.com/watch?v=AOx6lBEBpWA&t=303s
toen wij aan mensen op straat gingen vragen,112,114,toen wij aan mensen op straat gingen vragen,UkItaPRB380,https://www.youtube.com/watch?v=UkItaPRB380&t=112s
net als water bestaat lucht uit hele kleine,20,23,net als water bestaat lucht uit hele kleine deeltjes,WXx43n4wjps,https://www.youtube.com/watch?v=WXx43n4wjps&t=20s
iedereen weet waar hij op kan gaan schieten,487,489,iedereen weet waar hij op kan gaan schieten,ESv8cZfK5yY,https://www.youtube.com/watch?v=ESv8cZfK5yY&t=487s
dus zij komen n keer per week of per maand,130,132,dus zij komen n keer per week of per maand,gK43yQEPZ5A,https://www.youtube.com/watch?v=gK43yQEPZ5A&t=130s
sorry klopt u heeft helemaal gelijk meneer,27349,27351,sorry klopt u heeft helemaal gelijk meneer wilders,9uOFhXkzEQQ,https://www.youtube.com/watch?v=9uOFhXkzEQQ&t=27349s
zo goed als jullie ons willen doen geloven,48,50,zo goed als jullie ons willen doen geloven,NAswJscFdwA,https://www.youtube.com/watch?v=NAswJscFdwA&t=48s
want wij hebben ons kantoor naast ons huis,112,117,want wij hebben ons kantoor naast ons huis,RPNvUbJPnvM,https://www.youtube.com/watch?v=RPNvUbJPnvM&t=112s
hebben jullie antwoord op al jullie vragen,822,824,hebben jullie antwoord op al jullie vragen,zl1IPpX3sok,https://www.youtube.com/watch?v=zl1IPpX3sok&t=822s
zoals gezegd schrijven heel veel mensen op,129,132,zoals gezegd schrijven heel veel mensen op niveau c,UT3WH9LjqTY,https://www.youtube.com/watch?v=UT3WH9LjqTY&t=129s
maken was dus eigenlijk best wel makkelijk,256,259,nou zeep maken was dus eigenlijk best wel makkelijk,3ZpqS5eGRGk,https://www.youtube.com/watch?v=3ZpqS5eGRGk&t=256s
daar waar wij nog gebruik kunnen maken van,47,50,daar waar wij nog gebruik kunnen maken van,PoP_INYgKuw,https://www.youtube.com/watch?v=PoP_INYgKuw&t=47s
zoveel heeft dit kind me nog nooit verteld,128,131,zoveel heeft dit kind me nog nooit verteld,Wu2PvTSR6Fg,https://www.youtube.com/watch?v=Wu2PvTSR6Fg&t=128s
dus neem even rust ga lekker op bed liggen,410,413,dus neem even rust ga lekker op bed liggen,BrksADyEoro,https://www.youtube.com/watch?v=BrksADyEoro&t=410s
daar kunt u dus niets aan doen oh gelukkig,196,201,daar kunt u dus niets aan doen oh gelukkig,or8plYJn4t4,https://www.youtube.com/watch?v=or8plYJn4t4&t=196s
hij moet zich wel aan enkele regels houden,192,194,hij moet zich wel aan enkele regels houden,HRSxp95A36k,https://www.youtube.com/watch?v=HRSxp95A36k&t=192s
iets waar bijna iedereen vragen over heeft,1377,1381,iets waar bijna iedereen vragen over heeft,as4ffNhfJbQ,https://www.youtube.com/watch?v=as4ffNhfJbQ&t=1377s
nee even serieus nu denk aan problemen als,71,75,nee even serieus nu denk aan problemen als,FbxfQELlpCM,https://www.youtube.com/watch?v=FbxfQELlpCM&t=71s
wij willen geen van deze beide dingen doen,393,395,wij willen geen van deze beide dingen doen,nnhRMCBdKds,https://www.youtube.com/watch?v=nnhRMCBdKds&t=393s
the moeten vertellen nee ja nee natuurlijk,510,517,thor the moeten vertellen nee ja nee natuurlijk,5L4JplolNEo,https://www.youtube.com/watch?v=5L4JplolNEo&t=510s
zij helpen u graag verder met al uw vragen,74,76,zij helpen u graag verder met al uw vragen,s3mwM7KkxkY,https://www.youtube.com/watch?v=s3mwM7KkxkY&t=74s
willen jullie mij laten zien hoe dit werkt,17,21,willen jullie mij laten zien hoe dit werkt,KFsrEqa_5s8,https://www.youtube.com/watch?v=KFsrEqa_5s8&t=17s
zitten met weer nieuwe mensen om zich heen,2486,2489,afdeling zitten met weer nieuwe mensen om zich heen,kwE2x9b2vbw,https://www.youtube.com/watch?v=kwE2x9b2vbw&t=2486s
eigenlijk begint voor mij deze film pas in,3061,3067,eigenlijk begint voor mij deze film pas in april,1idPrF17UP0,https://www.youtube.com/watch?v=1idPrF17UP0&t=3061s
zodat dit zo snel mogelijk duidelijk wordt,2631,2635,zodat dit zo snel mogelijk duidelijk wordt,1idPrF17UP0,https://www.youtube.com/watch?v=1idPrF17UP0&t=2631s
dit gaat mijn moeder echt geweldig vinden,92,94,dit gaat mijn moeder echt geweldig vinden,TbicYPtnq8Q,https://www.youtube.com/watch?v=TbicYPtnq8Q&t=92s
want dit wordt natuurlijk weer gevaarlijk,228,230,want dit wordt natuurlijk weer gevaarlijk,qdZQKj6YQqA,https://www.youtube.com/watch?v=qdZQKj6YQqA&t=228s
dus ja dit soort dingen worden natuurlijk,315,317,dus ja dit soort dingen worden natuurlijk bedacht,4CZp1VMWmcM,https://www.youtube.com/watch?v=4CZp1VMWmcM&t=315s
contact maken ging nog nooit zo makkelijk,83,87,contact maken ging nog nooit zo makkelijk,4QBo9MkVu_M,https://www.youtube.com/watch?v=4QBo9MkVu_M&t=83s
neem contact met ons op kijk eens op onze,119,122,neem contact met ons op kijk eens op onze website,yDJ_e9DKCqA,https://www.youtube.com/watch?v=yDJ_e9DKCqA&t=119s
